molecule_id,molecular_weight,logP,num_hydrogen_bond_donors,num_hydrogen_bond_acceptors,topological_polar_surface_area,rotatable_bonds,aromatic_rings,bioactivity_score,toxicity_risk_level,drug_likeness,binding_affinity_kcal_mol,clinical_trial_phase_prediction
644,237.26,4.41,1,9,83.63,5,5,0.416,Medium,Yes,-8.32,Preclinical
645,331.57,3.33,0,5,90.98,3,5,0.637,Low,Yes,-4.11,Phase III
646,329.55,1.13,1,11,90.64,0,5,0.812,Low,Yes,-5.25,Phase I
647,147.73,2.37,0,1,61.96,0,0,0.817,Low,Yes,-7.75,Phase II
648,345.93,1.53,4,1,92.33,4,1,0.244,Medium,Yes,-5.57,Preclinical
649,332.68,2.03,1,2,131.9,13,4,0.577,Medium,Yes,-8.36,Phase I
650,402.22,2.0,4,10,103.35,4,4,0.78,Low,No,-6.07,Preclinical
651,488.67,1.93,2,10,90.93,9,4,0.674,Low,Yes,-9.57,Phase I
652,434.49,0.99,0,5,85.15,6,2,0.699,Low,No,-6.97,Phase I
653,329.83,2.35,5,4,99.93,12,3,0.054,Medium,Yes,-5.97,Phase I
654,267.01,1.83,2,1,112.49,11,3,0.67,High,Yes,-7.99,Phase II
655,543.0,-1.02,0,4,108.28,3,3,0.302,High,Yes,-6.58,Phase III
656,354.44,4.96,4,4,80.04,13,2,0.666,Low,No,-8.34,Phase I
657,351.04,3.81,3,10,99.74,8,4,0.661,Medium,Yes,-7.04,Preclinical
658,348.19,2.05,1,4,104.4,3,5,0.647,Medium,No,-8.22,Phase III
659,364.86,2.52,4,1,59.78,6,3,0.472,High,No,-6.27,Phase II
660,339.17,1.09,0,9,95.05,4,5,0.829,Low,Yes,-9.4,Phase I
661,306.98,4.53,0,3,25.16,14,5,0.628,Medium,Yes,-9.02,Phase II
662,308.99,4.78,0,4,104.48,4,2,0.58,Low,No,-5.54,Preclinical
663,347.54,2.69,0,5,109.81,5,2,0.266,Medium,Yes,-11.19,Preclinical
664,309.24,3.73,1,7,112.43,7,1,0.599,Low,Yes,-8.46,Preclinical
665,296.54,2.71,2,6,78.15,14,3,0.995,Medium,Yes,-7.71,Preclinical
666,357.98,0.9,5,5,99.27,4,4,0.152,High,Yes,-6.97,Phase I
667,330.88,2.01,3,8,132.72,14,0,0.683,Low,No,-8.22,Preclinical
668,462.8,2.66,1,1,132.41,2,2,0.714,Medium,Yes,-9.19,Phase III
669,151.18,1.95,0,7,89.12,5,5,0.931,Low,Yes,-5.66,Phase I
670,431.86,2.24,1,6,94.18,13,1,0.681,Low,Yes,-5.92,Preclinical
671,443.46,2.39,4,11,123.33,11,0,0.503,Low,No,-8.07,Preclinical
672,194.5,2.4,5,5,44.98,13,2,0.606,Low,Yes,-10.19,Phase I
673,324.3,2.56,0,7,80.31,1,1,0.433,High,No,-7.04,Preclinical
674,322.14,1.23,3,3,130.07,11,5,0.805,Low,No,-7.23,Phase II
675,244.44,1.64,0,1,119.26,11,3,0.113,Medium,Yes,-8.5,Phase II
676,291.66,0.96,5,9,101.08,7,1,0.378,High,Yes,-10.43,Phase I
677,266.71,3.67,3,2,44.83,7,2,0.612,High,Yes,-7.91,Preclinical
678,481.42,-0.03,5,10,88.5,14,3,0.793,Medium,No,-6.35,Phase II
679,420.18,3.88,3,3,72.3,2,5,0.497,Low,No,-6.12,Preclinical
680,445.37,4.16,2,8,99.93,11,4,0.304,Medium,No,-7.57,Preclinical
681,404.13,2.14,2,10,65.72,7,1,0.447,Low,Yes,-8.44,Phase I
682,265.32,-0.62,1,9,59.23,8,0,0.408,High,Yes,-6.4,Phase III
683,310.66,2.07,1,3,28.05,4,5,0.42,Medium,Yes,-9.21,Preclinical
684,386.7,2.42,3,6,126.65,4,3,0.391,Medium,Yes,-9.53,Phase III
685,258.34,1.29,0,7,78.01,5,5,0.391,Low,Yes,-7.63,Preclinical
686,403.47,1.88,4,1,94.71,6,3,0.071,Medium,Yes,-5.18,Preclinical
687,331.98,4.34,4,7,89.93,2,5,0.575,Medium,Yes,-5.12,Phase II
688,321.89,3.3,0,4,57.98,4,4,0.669,High,Yes,-9.48,Preclinical
689,403.32,1.39,0,5,52.23,0,1,0.875,Low,Yes,-8.16,Preclinical
690,383.32,0.58,2,8,59.84,10,0,0.715,High,Yes,-3.85,Preclinical
691,322.93,2.11,4,4,68.3,9,4,0.702,Low,Yes,-8.53,Preclinical
692,436.95,2.24,3,4,101.0,4,1,0.574,Medium,Yes,-5.07,Preclinical
693,268.92,3.1,5,8,66.13,3,0,0.059,Medium,Yes,-6.04,Phase II
694,396.2,1.86,1,5,142.39,0,5,0.57,Low,No,-5.71,Phase II
695,394.48,3.11,5,6,120.81,6,0,0.528,Low,Yes,-8.17,Phase III
696,326.78,4.82,2,11,114.25,14,2,0.757,Medium,No,-8.12,Phase II
697,374.46,3.48,4,5,86.41,0,0,0.642,Low,Yes,-8.87,Phase II
698,256.17,2.44,0,1,135.43,12,1,0.468,Low,Yes,-6.3,Phase II
699,419.3,2.28,4,7,83.46,7,4,0.99,Medium,Yes,-9.95,Phase III
700,336.13,2.07,3,6,89.06,13,4,0.712,Medium,Yes,-7.75,Preclinical
701,310.8,3.92,2,2,95.1,9,2,0.585,Medium,Yes,-5.05,Preclinical
702,428.68,1.75,0,11,111.05,11,1,0.614,Low,No,-6.61,Phase II
703,297.17,2.55,5,7,109.11,1,0,0.515,Low,Yes,-6.0,Preclinical
704,244.37,2.56,3,6,75.75,9,2,0.504,Medium,Yes,-9.97,Phase III
705,233.25,1.9,5,5,74.01,12,5,-0.043,Medium,Yes,-8.99,Phase I
706,395.45,0.85,1,8,109.2,11,3,0.271,Medium,Yes,-5.72,Preclinical
707,253.97,2.89,2,5,111.46,4,5,0.365,Medium,No,-7.31,Phase II
708,481.61,2.43,3,11,78.2,12,1,0.613,Low,No,-9.06,Preclinical
709,193.86,3.1,3,2,42.38,5,2,0.087,Low,Yes,-6.56,Phase III
710,477.23,1.86,5,6,83.78,8,4,0.37,High,Yes,-8.3,Phase III
711,365.83,3.96,0,1,108.71,14,2,0.338,Medium,Yes,-3.69,Phase II
712,342.75,1.45,1,5,144.16,13,3,0.529,Medium,No,-6.6,Preclinical
713,309.13,4.55,5,6,54.06,6,1,0.613,High,Yes,-8.88,Preclinical
714,379.94,0.4,3,7,77.2,5,2,0.339,High,No,-6.18,Phase I
715,347.18,3.02,2,2,78.32,4,5,0.357,Medium,Yes,-5.08,Phase III
716,432.75,3.07,3,1,130.67,5,0,0.33,Low,No,-7.51,Preclinical
717,358.57,1.55,4,6,88.95,14,5,0.402,High,Yes,-8.65,Preclinical
718,361.27,3.01,2,3,62.78,13,1,0.487,Medium,Yes,-7.43,Preclinical
719,322.73,4.04,2,5,106.76,10,2,0.829,Low,Yes,-8.42,Phase I
720,345.73,-0.16,3,11,77.86,3,5,0.247,Medium,No,-7.89,Phase III
721,373.09,3.1,0,2,53.27,0,2,0.938,Low,No,-9.58,Preclinical
722,221.74,-0.49,2,1,63.22,14,5,0.192,High,No,-6.19,Preclinical
723,248.89,1.34,4,1,142.02,11,1,0.739,Low,No,-9.22,Phase II
724,405.74,4.45,5,11,101.53,8,4,0.381,Medium,Yes,-6.59,Phase II
725,362.81,1.8,0,4,93.23,10,5,0.272,Medium,No,-7.96,Phase II
726,336.2,1.09,0,10,82.5,4,0,0.829,Medium,No,-7.17,Phase II
727,351.38,2.26,0,2,98.76,7,5,0.52,Medium,Yes,-8.21,Preclinical
728,376.07,4.98,2,1,98.41,6,1,0.511,High,Yes,-7.21,Preclinical
729,309.52,0.3,0,6,98.77,7,5,0.431,Low,Yes,-6.85,Phase III
730,291.63,1.24,3,4,93.45,0,0,0.355,Low,Yes,-8.03,Phase III
731,364.69,4.3,0,10,116.06,8,0,0.456,Medium,No,-10.09,Phase I
732,276.62,4.73,4,7,90.69,0,1,-0.307,Low,Yes,-6.99,Phase II
733,380.62,2.38,1,11,60.66,2,2,0.037,Low,Yes,-6.91,Phase III
734,222.31,1.01,4,6,71.63,7,5,0.598,Low,Yes,-9.65,Phase I
735,427.19,5.02,2,5,30.63,11,4,0.796,Low,Yes,-8.97,Preclinical
736,385.44,4.41,0,10,150.8,10,0,0.841,Medium,Yes,-8.02,Phase II
737,369.2,3.31,0,2,115.88,0,0,0.261,Medium,No,-10.94,Phase III
738,423.7,1.53,3,5,65.1,13,5,0.548,Low,Yes,-6.44,Phase II
739,474.91,2.44,5,9,81.54,0,2,-0.048,Medium,No,-8.23,Phase II
740,426.08,2.31,0,9,70.89,5,5,0.412,Low,Yes,-7.07,Phase I
741,211.93,2.9,4,2,136.28,4,1,0.706,Medium,No,-9.09,Preclinical
742,254.03,4.24,2,7,47.4,10,4,0.496,Low,Yes,-4.47,Preclinical
743,303.14,3.56,1,10,93.43,5,5,0.417,Medium,Yes,-9.63,Phase III
744,351.96,1.21,0,4,86.74,2,0,0.497,Low,Yes,-8.25,Phase I
745,388.82,4.15,1,3,114.81,9,0,0.821,Low,No,-5.7,Preclinical
746,295.57,2.88,0,11,86.88,11,1,0.439,Medium,Yes,-9.22,Phase III
747,364.01,3.32,2,1,37.25,9,2,0.518,Low,Yes,-7.36,Phase I
748,293.35,4.26,5,3,82.47,5,5,0.88,High,No,-6.56,Phase II
749,304.14,1.17,4,11,60.84,1,3,0.443,Medium,Yes,-9.76,Phase I
750,244.5,2.46,2,9,92.39,7,2,0.091,Low,Yes,-8.5,Preclinical
751,280.76,1.86,1,9,133.03,14,0,0.842,Medium,Yes,-7.21,Phase I
752,248.62,0.62,0,7,37.82,11,5,0.754,Low,Yes,-6.82,Phase III
753,276.81,2.92,1,3,65.99,5,0,-0.054,Medium,Yes,-8.73,Preclinical
754,429.02,5.51,4,3,73.42,12,4,0.467,High,Yes,-4.74,Phase II
755,278.8,0.29,2,4,78.55,12,2,0.494,Low,No,-6.78,Preclinical
756,547.43,2.46,1,7,112.2,3,3,0.842,Medium,Yes,-6.34,Preclinical
757,387.0,3.27,1,7,84.79,3,4,0.496,Low,Yes,-6.42,Preclinical
758,363.86,2.65,4,2,102.47,13,3,0.541,Medium,Yes,-9.84,Phase III
759,285.62,2.36,0,5,71.23,10,4,0.549,Low,Yes,-7.67,Phase I
760,402.52,0.94,1,7,96.9,6,2,0.383,Low,Yes,-7.52,Phase I
761,306.83,2.78,4,7,113.33,13,0,0.824,High,No,-7.88,Phase II
762,359.15,1.59,0,6,68.03,2,3,0.302,Low,No,-7.19,Preclinical
763,542.01,-0.13,5,10,113.44,10,2,0.379,Medium,No,-10.66,Preclinical
764,342.8,3.93,0,10,91.57,2,3,0.499,Medium,Yes,-7.31,Preclinical
765,436.2,3.65,5,8,121.36,5,2,0.165,Medium,No,-7.95,Phase II
766,297.26,2.56,2,3,83.96,8,4,0.941,Medium,No,-10.67,Phase I
767,347.38,2.77,4,1,101.44,0,2,0.5,Medium,Yes,-6.87,Phase III
768,482.81,3.79,0,3,88.78,4,4,0.706,Low,Yes,-9.27,Phase I
769,302.98,2.77,5,11,87.11,0,0,0.261,High,Yes,-8.07,Preclinical
770,485.93,3.58,5,2,97.77,0,4,0.678,Medium,Yes,-7.88,Phase II
771,403.08,2.14,2,2,106.1,2,1,0.699,Low,No,-10.27,Preclinical
772,307.81,4.07,3,2,52.51,2,0,0.735,Low,Yes,-10.1,Phase III
773,397.43,2.88,4,5,133.01,3,5,0.976,Medium,No,-6.68,Preclinical
774,422.94,2.73,3,1,34.21,2,5,0.36,High,Yes,-8.41,Preclinical
775,396.64,0.98,0,10,69.46,5,2,0.453,High,Yes,-8.09,Phase I
776,232.23,2.84,4,4,87.17,11,2,0.289,High,Yes,-7.39,Preclinical
777,295.46,1.5,2,10,102.37,14,1,0.476,Low,No,-10.14,Preclinical
778,331.44,1.73,0,5,137.29,3,2,0.666,High,Yes,-8.11,Phase I
779,344.42,1.52,4,2,34.25,7,0,0.653,High,No,-7.67,Preclinical
780,396.55,1.22,4,5,74.77,0,0,0.91,Low,Yes,-4.85,Preclinical
781,363.33,5.05,3,10,26.19,7,4,0.623,Low,Yes,-8.88,Preclinical
782,249.85,4.1,0,4,90.95,10,3,0.5,Low,Yes,-6.32,Phase I
783,378.51,4.8,2,8,98.15,0,2,0.227,Medium,No,-7.5,Preclinical
784,395.79,1.03,2,1,137.72,10,1,0.717,Low,Yes,-9.2,Preclinical
785,391.98,2.59,0,5,93.62,0,5,0.461,Low,Yes,-8.45,Phase I
786,431.06,0.95,0,11,121.32,6,0,0.722,Low,Yes,-6.2,Phase II
787,412.54,1.67,5,10,107.52,0,0,0.394,Low,No,-6.33,Phase II
788,384.44,1.4,1,1,76.94,8,0,0.8,Low,Yes,-8.28,Preclinical
789,344.74,3.99,3,10,47.73,13,3,0.597,Medium,Yes,-6.98,Preclinical
790,225.43,2.02,0,10,98.25,14,3,0.748,Low,Yes,-9.06,Phase I
791,382.22,3.78,0,4,45.24,7,2,0.596,High,Yes,-7.76,Phase III
792,365.58,3.22,1,8,128.86,12,5,0.269,High,No,-8.14,Phase I
793,370.37,5.26,1,1,85.14,14,1,0.409,High,No,-6.1,Preclinical
794,254.24,0.72,4,11,125.86,0,3,0.18,Medium,Yes,-6.81,Preclinical
795,268.92,4.01,2,2,75.59,1,4,0.546,Low,No,-8.51,Phase III
796,428.99,3.88,3,1,98.07,1,3,0.134,Low,No,-8.36,Phase II
797,347.03,1.33,4,11,96.28,1,0,0.573,Low,Yes,-7.54,Preclinical
798,401.11,3.71,0,7,88.65,5,1,-0.405,High,No,-7.74,Preclinical
799,352.12,2.9,1,2,77.02,3,2,0.702,Low,No,-7.92,Phase III
800,352.23,2.23,5,1,101.77,7,3,0.224,Medium,Yes,-8.03,Preclinical
801,420.37,1.51,2,6,62.22,0,0,0.262,Medium,No,-5.43,Phase I
802,311.3,1.64,4,6,53.72,14,4,0.843,High,Yes,-8.18,Phase II
803,357.21,4.96,5,10,127.28,9,4,0.58,Medium,Yes,-7.05,Preclinical
804,315.33,2.5,2,2,111.82,13,2,0.712,Medium,No,-3.87,Preclinical
805,317.41,3.44,5,1,91.98,3,2,0.249,Low,No,-8.77,Preclinical
806,326.81,1.55,1,10,139.95,9,3,0.74,Medium,No,-7.21,Phase III
807,366.66,1.56,4,3,81.97,10,2,0.466,Low,Yes,-7.13,Phase I
808,314.09,3.8,4,10,129.68,4,5,0.529,High,No,-7.52,Phase II
809,444.18,0.88,2,5,95.27,8,5,0.873,Medium,Yes,-7.44,Phase I
810,282.9,2.0,5,6,59.26,4,0,0.209,Low,Yes,-8.82,Phase III
811,335.98,2.54,1,3,145.44,12,0,0.728,High,Yes,-6.96,Phase III
812,317.02,2.63,0,9,119.72,10,0,0.596,Low,Yes,-10.26,Phase I
813,458.52,2.29,4,11,86.37,2,5,0.447,High,Yes,-4.8,Preclinical
814,364.74,2.97,0,5,111.82,10,3,0.226,High,Yes,-4.93,Phase I
815,427.39,3.33,1,2,77.89,3,3,0.444,Medium,No,-7.99,Phase II
816,238.58,3.38,4,10,114.87,9,2,0.295,Low,No,-5.92,Phase I
817,370.03,1.32,4,6,18.27,6,3,0.797,Low,No,-7.94,Phase II
818,416.72,2.16,5,8,59.41,0,0,0.523,High,Yes,-7.49,Preclinical
819,356.17,3.93,0,11,119.38,10,1,0.331,High,No,-8.52,Preclinical
820,429.91,3.57,5,6,82.51,5,0,0.141,Low,No,-6.27,Phase II
821,311.2,0.85,3,4,96.23,7,5,0.384,Low,Yes,-8.37,Preclinical
822,455.7,2.92,0,6,49.6,0,1,0.809,Low,No,-6.32,Phase I
823,522.42,0.13,0,8,145.44,7,2,0.528,High,Yes,-7.56,Phase III
824,322.79,2.56,3,8,125.72,6,4,0.455,Low,Yes,-7.53,Phase I
825,316.59,4.78,1,10,83.98,0,3,0.925,Low,Yes,-9.74,Phase III
826,459.0,1.36,1,2,77.86,8,3,0.396,Medium,No,-7.41,Phase II
827,468.47,1.5,4,8,120.89,10,5,0.298,Low,No,-9.22,Phase II
828,310.79,3.42,2,6,149.47,2,0,0.601,High,Yes,-7.41,Phase I
829,318.49,0.65,5,2,118.61,1,0,0.605,Low,Yes,-4.59,Preclinical
830,328.87,1.74,2,1,155.15,6,1,0.353,Low,No,-9.58,Phase I
831,249.17,3.22,4,6,62.33,10,3,0.301,Medium,No,-7.72,Preclinical
832,281.1,1.74,2,7,65.42,2,5,0.862,Low,Yes,-8.45,Phase III
833,274.69,2.22,0,10,54.33,0,2,0.392,Low,Yes,-9.06,Preclinical
834,292.42,3.39,0,5,103.25,9,0,0.137,Low,No,-8.69,Preclinical
835,347.4,3.01,3,10,95.27,12,3,0.548,Low,Yes,-5.29,Phase I
836,367.57,2.82,3,8,85.44,2,4,0.724,High,Yes,-4.9,Phase I
837,466.29,2.09,4,11,114.28,5,5,0.452,Low,Yes,-9.07,Preclinical
838,275.12,2.94,4,9,126.97,2,1,0.634,High,No,-6.9,Preclinical
839,423.82,2.35,4,4,44.23,4,0,0.238,Medium,No,-8.88,Phase II
840,333.95,3.05,0,7,72.09,8,0,0.657,Low,Yes,-8.52,Phase I
841,346.29,1.9,2,8,114.6,6,2,0.261,Low,Yes,-10.57,Preclinical
842,400.61,2.28,5,6,75.97,1,0,0.576,Medium,Yes,-4.3,Phase I
843,265.8,1.31,4,2,66.05,0,5,0.692,Low,Yes,-5.85,Preclinical
844,378.68,2.46,4,7,120.56,6,3,0.525,Low,Yes,-8.48,Preclinical
845,362.48,1.53,0,9,51.31,3,3,0.191,Low,Yes,-7.07,Phase III
846,386.93,1.16,5,5,80.95,10,3,0.202,Medium,Yes,-8.1,Preclinical
847,371.69,2.81,0,2,99.86,6,4,0.898,Medium,Yes,-6.08,Preclinical
848,534.15,2.76,5,4,72.79,5,4,0.308,Low,No,-8.01,Phase III
849,302.17,3.44,0,3,113.49,6,0,0.691,Medium,Yes,-7.79,Phase II
850,310.18,1.98,2,4,72.93,3,4,0.53,Medium,Yes,-8.49,Preclinical
851,303.26,2.99,4,10,132.26,2,4,0.249,Low,Yes,-6.59,Phase I
852,308.34,3.16,1,7,86.23,11,2,0.367,High,Yes,-4.19,Phase III
853,302.2,3.03,1,10,110.14,4,4,0.925,Medium,Yes,-7.93,Preclinical
854,439.18,1.51,4,8,112.38,2,1,1.372,High,Yes,-7.94,Phase I
855,456.54,2.68,4,1,71.17,13,1,0.421,Low,Yes,-7.54,Phase I
856,307.19,2.94,4,8,28.4,2,1,0.403,High,Yes,-7.11,Phase I
857,287.57,2.51,4,5,100.82,3,0,0.09,Medium,No,-7.95,Phase I
858,385.36,-0.0,5,7,92.17,7,3,0.088,Medium,Yes,-8.09,Phase I
859,308.58,2.69,2,11,106.67,1,2,0.286,Medium,Yes,-7.38,Preclinical
860,397.47,5.16,1,11,83.2,3,0,0.389,Low,No,-10.13,Phase II
861,365.22,2.07,3,1,77.09,10,3,0.494,High,No,-8.32,Preclinical
862,236.32,1.63,1,2,150.25,2,2,0.673,Medium,Yes,-10.5,Phase I
863,466.06,2.95,1,1,45.83,6,2,0.555,Low,No,-8.24,Phase I
864,484.69,2.87,0,5,112.02,1,2,0.677,Low,Yes,-8.92,Phase II
865,304.04,3.93,4,6,72.76,0,1,0.347,Low,No,-6.56,Phase I
866,320.92,0.99,4,10,79.93,9,1,0.482,Medium,Yes,-8.6,Phase II
867,371.44,3.38,4,9,80.49,0,1,0.409,Medium,No,-8.05,Preclinical
868,375.08,3.21,0,8,65.9,5,2,0.183,Low,No,-10.72,Phase II
869,399.39,2.33,2,7,107.14,2,5,0.006,Low,Yes,-5.97,Phase II
870,500.77,2.91,2,5,131.72,6,2,0.333,Medium,No,-9.13,Phase III
871,336.73,3.74,3,3,104.1,7,1,-0.12,Medium,Yes,-8.22,Phase I
872,290.13,3.55,2,9,93.1,4,2,0.217,Low,Yes,-6.33,Preclinical
873,246.55,1.13,2,5,60.41,4,1,0.636,Low,Yes,-6.33,Preclinical
874,295.18,3.48,4,3,105.5,11,1,0.545,Low,No,-9.17,Preclinical
875,347.52,2.42,5,3,154.69,1,1,0.505,High,Yes,-6.71,Phase I
876,484.59,2.59,1,3,78.58,7,5,0.795,Medium,Yes,-9.22,Preclinical
877,311.18,2.59,2,6,78.72,9,3,0.318,High,Yes,-7.15,Phase III
878,366.78,2.32,2,1,73.17,12,2,0.67,Low,Yes,-8.68,Phase III
879,348.77,3.93,0,11,75.32,0,0,0.298,High,Yes,-9.02,Preclinical
880,439.13,2.4,3,4,7.64,9,1,0.569,Medium,No,-7.45,Phase I
881,539.52,1.16,5,8,102.15,8,5,0.538,Low,No,-8.59,Phase II
882,310.18,2.03,0,3,64.63,0,0,0.552,Low,Yes,-4.47,Preclinical
883,313.29,2.71,4,5,41.69,0,3,0.403,Medium,Yes,-8.43,Phase I
884,428.31,3.98,1,2,112.6,0,2,0.58,High,Yes,-9.29,Phase I
885,401.14,3.22,3,2,57.54,6,5,0.599,Low,Yes,-8.85,Preclinical
886,488.5,1.48,0,11,79.84,3,1,0.142,Low,Yes,-7.53,Phase I
887,393.79,5.48,2,7,133.99,11,1,0.712,Medium,Yes,-7.33,Phase III
888,323.05,2.82,2,10,47.72,6,1,0.191,High,Yes,-7.04,Preclinical
889,394.3,4.03,3,3,44.02,4,5,0.281,Medium,Yes,-6.13,Phase I
890,433.15,2.32,2,5,98.08,11,0,0.56,Low,No,-10.01,Preclinical
891,411.54,3.14,0,3,124.48,13,3,0.649,Low,No,-6.06,Phase III
892,388.05,3.51,0,6,42.77,6,2,0.555,Low,Yes,-8.87,Phase III
893,430.0,3.96,2,10,102.23,9,3,0.581,High,No,-6.9,Preclinical
894,437.7,3.77,2,3,107.43,13,1,0.216,Medium,Yes,-4.92,Phase III
895,453.66,3.55,4,8,28.23,6,3,0.369,Medium,No,-8.7,Preclinical
896,398.65,2.12,1,2,113.96,3,0,-0.013,Low,No,-8.76,Preclinical
897,337.47,1.81,3,3,116.3,1,4,0.27,High,No,-9.04,Phase II
898,361.0,2.9,0,8,80.65,7,4,0.165,Medium,Yes,-8.01,Preclinical
899,440.49,3.62,3,8,127.57,1,2,0.503,High,Yes,-5.6,Phase I
900,288.73,2.23,4,1,124.09,8,2,1.089,Medium,Yes,-9.17,Phase II
901,377.65,3.78,0,8,93.09,4,3,0.69,Medium,Yes,-8.24,Preclinical
902,320.5,4.24,4,10,76.46,8,2,-0.061,Medium,Yes,-6.04,Preclinical
903,352.16,1.4,4,2,60.82,14,5,0.121,Low,Yes,-6.56,Phase I
904,445.88,1.5,5,7,88.87,8,0,0.175,High,No,-8.25,Preclinical
905,364.33,2.33,2,6,107.09,13,1,0.061,Low,Yes,-7.82,Preclinical
906,353.48,2.87,5,2,80.27,7,1,0.429,Medium,Yes,-6.13,Preclinical
907,248.01,1.87,3,5,24.07,7,3,0.557,High,Yes,-5.13,Phase II
908,405.97,4.12,3,7,128.06,3,1,0.177,Low,Yes,-4.95,Phase III
909,398.41,3.01,2,8,95.71,13,3,0.444,Medium,Yes,-5.43,Preclinical
910,512.24,2.55,5,3,78.61,3,2,0.555,Medium,Yes,-8.51,Preclinical
911,326.92,0.78,3,1,115.71,13,2,0.675,Medium,Yes,-4.77,Phase II
912,366.44,0.92,5,7,135.74,1,5,0.539,High,Yes,-8.61,Phase III
913,368.7,2.84,2,5,5.94,3,5,0.583,Medium,Yes,-9.98,Preclinical
914,468.31,-0.06,0,5,103.03,3,0,0.491,Medium,Yes,-7.33,Phase III
915,342.85,3.72,4,7,47.2,5,1,0.246,Low,No,-5.29,Phase I
916,370.93,2.31,4,1,104.97,2,5,0.301,Low,Yes,-6.5,Phase III
917,395.59,6.39,5,8,93.84,1,0,0.169,Low,No,-7.61,Preclinical
918,364.0,5.27,3,10,109.07,14,4,0.875,Medium,Yes,-7.06,Phase III
919,316.52,2.28,5,5,75.02,7,5,0.133,Low,Yes,-6.7,Phase I
920,364.56,2.37,5,8,33.8,1,0,0.738,Medium,Yes,-7.28,Phase III
921,430.52,3.69,1,10,76.49,7,3,0.135,Low,Yes,-7.94,Phase I
922,273.01,4.54,4,10,102.21,6,3,0.692,Medium,Yes,-8.61,Phase I
923,359.97,0.53,2,5,120.46,2,0,0.743,Low,Yes,-7.33,Phase II
924,297.49,0.36,5,7,54.85,5,2,0.788,Medium,Yes,-7.68,Phase II
925,439.63,1.75,1,10,120.81,5,4,0.24,Medium,Yes,-7.49,Phase I
926,235.76,3.2,1,3,70.56,9,0,0.541,High,No,-5.93,Phase I
927,308.08,3.1,4,2,100.87,13,5,0.35,Medium,No,-7.87,Phase II
928,378.29,3.78,4,6,74.7,4,2,0.278,Medium,Yes,-7.81,Phase III
929,467.41,1.06,4,5,95.47,12,0,0.511,High,Yes,-7.22,Preclinical
930,345.07,-0.28,2,9,116.76,7,1,0.703,Medium,Yes,-3.56,Phase I
931,308.36,3.53,1,10,53.19,14,5,0.351,Low,Yes,-9.14,Phase III
932,491.09,1.51,3,4,69.6,10,5,0.582,High,No,-5.86,Phase II
933,241.4,0.08,2,11,95.55,11,3,0.273,Medium,Yes,-7.95,Phase II
934,185.09,2.67,0,3,162.05,4,1,0.239,Low,Yes,-7.59,Phase III
935,383.0,3.45,5,9,64.1,6,1,0.419,Medium,Yes,-9.47,Phase II
936,312.35,2.35,4,8,151.2,5,5,0.434,High,No,-4.68,Phase II
937,273.41,1.95,1,6,150.13,10,4,0.667,High,Yes,-7.17,Phase III
938,403.13,2.31,5,1,87.08,14,2,0.187,High,Yes,-6.51,Phase III
939,368.29,2.06,2,10,81.06,6,3,1.04,Low,No,-9.75,Phase II
940,307.69,0.88,0,11,69.24,12,1,0.052,Low,Yes,-8.46,Preclinical
941,253.98,1.64,2,1,87.95,8,3,0.557,Low,Yes,-6.88,Preclinical
942,415.43,3.13,2,6,47.8,2,5,0.429,Low,No,-7.74,Phase I
943,398.77,2.89,3,3,87.71,9,2,0.338,High,Yes,-6.83,Phase II
944,342.56,2.7,5,3,134.91,6,0,0.456,Low,No,-4.35,Preclinical
945,488.5,1.31,3,6,71.67,12,1,0.668,Medium,Yes,-6.74,Preclinical
946,269.74,2.28,2,3,82.78,9,2,0.707,Medium,Yes,-8.17,Preclinical
947,235.59,-0.11,0,11,38.97,2,3,0.446,Medium,No,-8.48,Phase II
948,298.11,2.71,1,10,101.22,12,5,0.583,Low,Yes,-8.65,Phase III
949,346.58,4.21,1,6,97.93,1,2,0.167,Low,No,-8.14,Phase III
950,368.25,0.73,5,5,91.91,11,0,0.454,Low,No,-8.08,Preclinical
951,331.91,1.8,4,4,83.5,6,2,0.599,Low,Yes,-7.32,Preclinical
952,376.4,2.89,4,8,81.22,3,5,-0.071,High,No,-6.71,Phase I
953,256.13,4.0,1,2,105.06,0,3,0.52,Medium,No,-6.85,Preclinical
954,458.28,1.96,2,11,89.14,5,1,0.458,Low,Yes,-7.3,Phase II
955,343.84,1.67,2,7,99.45,10,1,0.817,High,Yes,-7.2,Preclinical
956,433.8,0.14,3,4,96.45,5,4,0.542,Low,Yes,-3.7,Preclinical
957,375.7,2.62,5,2,123.7,5,3,0.62,Medium,Yes,-8.58,Phase I
958,384.26,4.95,3,7,110.31,1,4,0.432,Low,Yes,-7.56,Preclinical
959,392.73,2.83,4,1,95.79,0,4,0.658,Medium,Yes,-10.18,Preclinical
960,383.58,2.47,1,4,135.55,2,5,0.641,Low,Yes,-8.07,Phase I
961,398.2,2.89,2,9,102.61,11,5,0.173,Low,Yes,-8.85,Preclinical
962,449.69,2.49,1,4,129.15,13,5,0.578,Low,Yes,-8.59,Phase I
963,364.74,1.52,0,3,108.21,1,0,0.796,Low,Yes,-9.28,Preclinical
964,403.18,3.49,1,10,34.74,5,3,0.746,Medium,Yes,-9.53,Phase I
965,343.27,2.77,0,10,129.15,12,1,0.507,Low,No,-7.32,Phase III
